Year,Month,usgdp,uspercon,usretail,usindusp,uscapu,usperin,usconsum,usnewhome,usdur,usunem,usconex,usbusi,usfeder,uscpi,uscci,usfederate,usm1,nvix
2002,1,0.00916578,0.0029896,-0.000694624,0.006311587,0.004561989,0.002540644,-0.000232476,-0.106609735,-0.042720118,0,0.010495647,-0.001079656,0.392462668,0.001689665,0.033267101,0,0.006234749,26.322974
2002,2,0.00916578,0.0029896,0.005438295,-0.000200925,-0.001745378,0.001096354,0.007727661,0.074432595,0.019493863,0,0.004281258,-0.004665652,1.574957926,0.001686815,-0.029047685,0,0,26.347739
2002,3,0.00916578,0.0029896,-0.002782288,0.007999124,0.00666203,0.00110585,0.006770653,-0.026725268,-0.004167088,0,-0.02084218,-0.003501173,-0.183972104,0.002805051,0.152946948,0,0.002265197,22.802204
2002,4,0.00550212,0.0050954,0.015952318,0.00413409,0.00302212,0.005285793,0.004879461,0.013986242,0.029587122,0.034486176,0.016078655,-0.001367043,1.956349561,0.004471779,-0.020073667,0,-0.005377712,25.747598
2002,5,0.00550212,0.0050954,-0.013531431,0.004171086,0.003269705,0.002245557,0.005581158,0.043894194,0.013386946,-0.017094433,-0.008548036,0.003626599,1.833054284,0.001114827,0.016453753,0,0.002020033,25.492332
2002,6,0.00550212,0.0050954,0.008460308,0.009499198,0.008805118,0.003418741,0.006542273,-0.021706279,-0.024046438,0,-0.004898367,0.001687503,3.7735888,0.000556948,-0.036938641,0,0.003190063,26.540096
2002,7,0.00485649,0.00696867,0.010430085,-0.002379493,-0.00285556,-0.000862215,0.006223093,-0.001045478,-0.002823668,0,0.000415607,0.005898231,1.996982064,0.002224695,-0.087439075,0,0.005183091,31.728115
2002,8,0.00485649,0.00696867,0.007769727,-1.29E-05,-0.000283081,0.001334312,0.004265149,0.058900271,-0.002540428,-0.017391743,-0.009632744,0.001273288,0.467016396,0.002773927,-0.030226376,0,-0.010308938,32.318059
2002,9,0.00485649,0.00696867,-0.014594277,0.001422395,0.001317704,0.002001944,0.001616818,0.029156584,-0.002066178,0,-0.008226756,0.00723563,2.290671888,0.00166067,-0.008501645,0,0.00755354,41.086744
2002,10,0.00063635,0.00535303,0.004034705,-0.002996139,-0.002956627,0.003117135,0.003326635,-0.037077418,0.001295076,0,0.009039291,0.001419102,1.783917739,0.002209946,-0.163084096,0,0.006583631,32.427174
2002,11,0.00063635,0.00535303,0.006567332,0.005127549,0.005295521,0.002571168,0.004093404,0.017734455,-0.002153666,0.034486176,0.005945207,0.00186664,0.081704397,0.00165426,0.06446,-0.336472237,0.004723439,27.597036
2002,12,0.00063635,0.00535303,0.008414363,-0.004822483,-0.004548892,0.002952135,0.003521755,0.023167059,-0.009346064,0.016807118,0.013200099,0.006336609,13.47785548,0.001651528,-0.050735518,0,0.008725053,28.546732
2003,1,0.00516658,0.00439113,0.004416202,0.00578932,0.006152723,0.000681859,0.005284443,-0.047884086,0.004481131,-0.033901552,0.009226848,-2.28E-05,0.556192984,0.004390786,-0.023825578,0,0.005801855,32.29759
2003,2,0.00516658,0.00439113,-0.013918695,0.003178094,0.003550493,0.001508723,0.005454978,-0.065139302,0.020004854,0.017094433,-0.00537411,0.007532493,1.110000724,0.00546151,-0.195607394,0,0.008842077,30.666803
2003,3,0.00516658,0.00439113,0.017559839,-0.002264464,-0.001872667,0.005055898,0.003906495,0.065139302,-0.007728867,0,-0.009463592,0.000641617,-0.641778623,0.001632653,-0.053895768,0,0.00104936,29.88759
2003,4,0.0092365,0.0110696,-0.002449636,-0.006996199,-0.006579433,0.003241669,0.006421263,0.012929071,-0.018788017,0.016807118,0.009735893,0.000940353,2.152958916,-0.003813679,0.27703932,0,0.008515476,25.083028
2003,5,0.0092365,0.0110696,0.002736442,0.000200879,0.000593765,0.006590383,0.006632409,0.063178902,0.009468253,0.016529302,0.008521299,-0.00418749,1.574634004,-0.001638897,0.031594365,0,0.014926835,25.18241
2003,6,0.0092365,0.0110696,0.010791399,0.00165491,0.002008483,0.005150716,0.002839808,0.101363671,0.014363042,0.032260862,0.016079958,-0.002750651,5.185916156,0.001092896,-0.001196888,-0.223143551,0.009178335,25.102404
2003,7,0.01660906,0.01463554,0.010362443,0.00431754,0.004613229,0.003413628,0.003336819,-0.021178259,0.003810206,-0.016000341,0.011736301,-0.002321112,1.391408555,0.003271541,-0.08104121,0,0.005451302,22.946678
2003,8,0.01660906,0.01463554,0.016581988,-0.001514099,-0.001267211,0.00427461,0.00443118,0.032016214,0.013597772,-0.016260521,0.011795332,-0.005790271,0.291785812,0.004345471,0.05924858,0,0.006656887,21.717962
2003,9,0.01660906,0.01463554,-0.006113337,0.005899187,0.006096905,0.004155496,0.003880196,-0.064206901,0.010408424,0,0.010753219,0.003500702,4.272669003,0.003246756,-0.05924858,0,0.000694096,22.408947
2003,10,0.01162443,0.00773652,-0.003680773,0.001482909,0.001651476,0.003891672,0.004077209,0.011428696,0.030990649,-0.016529302,0.015395545,0.005333613,1.336501546,-0.001081081,0.05924858,0,0.000462463,20.63241
2003,11,0.01162443,0.00773652,0.012124009,0.007696734,0.007846167,0.007880201,0.000438051,-0.045604684,-0.001248589,-0.033901552,0.00027326,0.001784086,-0.618417072,0.000540687,0.124154643,0,0.00107825,20.19165
2003,12,0.01162443,0.00773652,-0.003636757,-0.000782931,-0.000646513,0.003318069,0.005290183,0.032406076,-0.002574128,-0.017391743,0.024014265,0.002470257,-1.435997732,0.002699057,0.024560765,0,0.005526996,20.964381
2004,1,0.00573419,0.00967684,0.005990343,0.002617202,0.00275226,0.003046965,0.005224873,0.031388802,-0.010915129,0,-0.010242142,0.000448562,-9.802204532,0.004303396,0.03013215,0,-7.66E-05,20.11619
2004,2,0.00573419,0.00967684,0.006892834,0.005954189,0.006092156,0.003878975,0.003392941,-0.005163523,0.006093904,-0.017699577,-0.000181094,0.009144121,0.983112894,0.002144773,-0.098899007,0,0.011720965,18.242365
2004,3,0.00573419,0.00967684,0.017568353,-0.004955858,-0.004817355,0.004939831,0.006839386,0.096172621,0.063086195,0.03509132,0.023469151,0.007996966,-0.326251834,0.002140183,0,0,0.005583656,19.243377
2004,4,0.00730343,0.00647092,-0.010786496,0.004488563,0.004619997,0.004872829,0.001419006,-0.073143884,-0.031932958,-0.03509132,0.00706694,0.006646102,5.147969052,0.001602137,0.049596941,0,0.00293024,18.303705
2004,5,0.00730343,0.00647092,0.017240607,0.007921729,0.00802535,0.008816439,0.003837441,0.045331206,0.008077406,0,0.006588352,0.006124834,1.281414597,0.004259857,0.001074691,0,0.000375052,16.836968
2004,6,0.00730343,0.00647092,-0.012638947,-0.008236518,-0.008181458,0.003724788,0.003365759,-0.050403068,-0.001723723,0,0.009108854,0.010178408,4.266209998,0.003712547,0.099111169,0.223143551,0.006428967,17.471499
2004,7,0.0090483,0.00951543,0.011337013,0.007641913,0.007641263,0.004362002,0.00426889,-0.08117329,-0.008843778,-0.018018506,0.023173271,0.009706409,1.276518219,0.001058201,0.02781954,0,-0.000969173,17.739487
2004,8,0.0090483,0.00951543,0.001342691,0.000755388,0.000680956,0.004714844,0.002963253,0.076926999,0.022918954,-0.018349139,0.007530324,0.008365053,-0.681415929,0.000528681,-0.068519946,0.182321557,0.009797451,16.92195
2004,9,0.0090483,0.00951543,0.017379148,0.000866748,0.00068305,0.002783068,0.007767138,0.032652545,0.016506188,0,-0.001415588,1.15E-05,2.671285198,0.00316623,-0.020471544,0.15415068,0.006111723,16.923222
2004,10,0.00860645,0.01020792,0.006666599,0.009452122,0.00914412,0.004969453,0.007641977,0.072282348,-0.005236939,0.018349139,0.003227063,0.006433645,1.434685082,0.005254873,-0.040089757,0,-0.000146832,18.530499
2004,11,0.00860645,0.01020792,0.003348736,0.0021535,0.001709047,0.001476847,0.003223058,-0.101536419,0.013007628,-0.018349139,0.007502591,0.011117445,0.009655414,0.004705891,-0.003234504,0.133531393,0.009063065,16.982673
2004,12,0.00860645,0.01020792,0.012241895,0.007223336,0.00665008,0.033661576,0.003884756,0.052056362,0.023131606,0,0.014046562,0.002367407,-21.32331121,0,0.103522975,0.117783036,0.001381467,17.06241
2005,1,0.01060316,0.00761563,-0.009622067,0.004687537,0.003992702,-0.023739465,0.002064906,-0.031904547,0.005160587,-0.018692133,0.007898881,0.00850882,1.315938811,-0.000521785,0.023100161,0,-0.006268242,15.853021
2005,2,0.01060316,0.00761563,0.013087254,0.006704847,0.005834908,0.003762234,0.006705993,0.092055437,0.012707184,0.018692133,0.01937392,0.007267574,1.071237114,0.004166673,-0.006682602,0.105360516,0.00292035,15.343218
2005,3,0.01060316,0.00761563,0.001665149,-0.001402622,-0.00240421,0.005948518,0.003899352,0.006800177,-0.016538634,-0.037740328,0.004764629,0.006278864,-0.586484301,0.003631651,-0.013500687,0.09531018,-0.000218731,17.101804
2005,4,0.00520761,0.01080617,0.008959061,0.001501154,0.000412739,0.005277207,0.005540964,-0.05256233,-7.30E-05,0,0.008813397,0.004493044,2.238243215,0.003102381,-0.05487661,0,-0.009377358,17.386215
2005,5,0.00520761,0.01080617,-0.006142128,0.001328231,0.000138373,0.00518603,6.10E-05,0.020424905,0.003257178,-0.019418086,0.011556059,0.001000245,2.600552639,-0.000516396,0.055847013,0.087011377,0.005432003,15.982442
2005,6,0.00520761,0.01080617,0.027933196,0.003876129,0.002600587,0.00397784,0.006767973,-0.009375069,0.027920468,-0.019802627,0.011216981,-5.25E-05,2.610376897,0.000516396,0.029624718,0.080042708,0.009399319,14.833023
2005,7,0.00836571,0.00772724,0.007466287,-0.003106322,-0.004432149,0.007035804,0.004171982,0.086422507,-0.038730989,0,0.011550335,-0.004559616,1.420882105,0.006176036,-0.024786779,0,-0.00808247,14.552703
2005,8,0.00836571,0.00772724,-0.00947704,0.002719184,0.001372739,0.005780117,0.004338354,-0.101448491,0.050455326,-0.020202707,0.009612204,0.0035452,-0.046222274,0.006138127,0.018173623,0.074107972,0.007139245,15.263208
2005,9,0.00836571,0.00772724,0.001888652,-0.018813094,-0.020174254,0.004937457,0.002021911,-0.008803578,0.007835366,0.020202707,0.016881883,0.005967426,2.448487257,0.013674561,-0.18707216,0.068992871,0.000217746,15.17247
2005,10,0.00569898,0.00375976,0.000409852,0.012523916,0.011165991,0.006591675,0.002290816,0.071348081,0.009665713,0,0.010465333,0.006514701,1.745267255,0.001507917,-0.02663736,0,-0.001234523,15.881899
2005,11,0.00569898,0.00375976,0.009337347,0.010114954,0.008765051,0.00479946,0.002990079,-0.095759382,0.016118883,0,0.010058494,0.007396408,0.430891275,-0.005035257,0.143022593,0.064538521,0,15.263246
2005,12,0.00569898,0.00375976,0.000230305,0.006136927,0.004797169,0.005667522,0.003177057,0.02038391,-0.002626699,-0.020202707,0.010229339,0.01028553,8.574724173,0,0.054441944,0.060624622,-0.000872347,14.031788
2006,1,0.0119423,0.0111508,0.028171277,0.001167272,-0.000170089,0.019429679,0.032865298,-0.053887881,0.024037671,-0.041672696,0.009317353,0.006661134,0.476865102,0.006039274,0.028491956,0,0.004281729,15.611077
2006,2,0.0119423,0.0111508,-0.007373246,0.000122687,-0.001218784,0.005535108,0.003165557,-0.101204862,-0.001609405,0.021053409,0.007799243,0.003372018,1.175817909,0.00050163,-0.03914581,0.057158414,-0.000869376,15.322452
2006,3,0.0119423,0.0111508,0.002699999,0.001957991,0.00059529,0.004137466,0.004549917,0.050539004,0.017139146,-0.021053409,-3.49E-05,0.009736527,-0.398166063,0.001503383,0.045678731,0.054067221,0.003111773,14.601897
2006,4,0.0029837,0.00531004,0.004930678,0.004052043,0.002645311,0.00369971,0.004964048,0.006252812,-0.011362642,0,-0.010149941,0.0062005,1.717605877,0.004995015,0.021169682,0,-0.00159086,14.273289
2006,5,0.0029837,0.00531004,-0.002013648,-0.001036083,-0.002534742,0.001263096,0.003946378,-0.033502454,0.012808096,-0.021506205,-0.010237927,0.010972666,3.769734542,0.002985077,-0.047561411,0.051293294,0.00390033,18.003238
2006,6,0.0029837,0.00531004,0.003288634,0.003876113,0.002254661,0.004455283,-0.004725526,-0.011111225,0.008758121,0,-0.007331807,0.008935659,3.09129015,0.002480775,0.006663518,0.048790164,-0.009852296,15.92282
2006,7,0.00089394,0.00581893,0.003144161,-0.000364863,-0.002115536,0.002901436,0.003036553,-0.107017174,-0.01410107,0.021506205,-0.012266996,0.003698184,1.618652756,0.005436139,0.015066198,0,-0.002405337,15.232433
2006,8,0.00089394,0.00581893,0.004682535,0.003852781,0.001944475,0.002907471,0.005243101,0.070028604,-0.01414352,0,-0.010187458,0.007746602,0.487553502,0.004425874,-0.065660646,0,0.001239835,14.793396
2006,9,0.00089394,0.00581893,-0.004807889,-0.002059171,-0.004096859,0.004239235,0.00457661,-0.018528078,0.023441006,-0.043485112,-0.008680302,0.004013403,2.152224616,-0.004918849,0.055327064,0,-0.006287949,14.832532
2006,10,0.00779668,0.01014373,-0.00139109,-0.000539705,-0.002696076,0.003782849,0.001065287,-0.076685489,-0.005061229,-0.022472856,-0.011386206,0.003205015,2.138804972,-0.004447746,-0.007582975,0,0.004683164,13.892519
2006,11,0.00779668,0.01014373,0.002240404,-0.001093035,-0.003336831,0.004855679,0.004660732,0.063807648,-0.000573357,0.022472856,-0.000906685,0.004091893,0.324758358,0.000495172,0.001901141,0,0.000729767,13.842528
2006,12,0.00779668,0.01014373,0.012348773,0.010461614,0.008177839,0.007841392,0.006520389,-0.004997512,0.033258958,-0.022472856,0.011157707,0.00075929,2.740711613,0.005430771,0.043666947,0,-0.002337132,14.73241
2007,1,0.0006176,0.00524341,-0.000313468,-0.005201515,-0.00749932,0.00564798,0.000500494,-0.113408849,-0.037059233,0.044451763,0.003129419,0.002622888,-0.097421278,0.001657906,0.001816531,0,0.004814365,13.622517
2007,2,0.0006176,0.00524341,0.001071985,0.010219672,0.007948861,0.006758526,0.00491249,-0.073331273,0.015198976,-0.021978907,0.000298617,0.004731278,1.318651921,0.003870849,0.009033485,0,-0.006863846,16.263433
2007,3,0.0006176,0.00524341,0.008621922,0.002020281,-0.0001937,0.006839107,0.005806176,0.006020488,0.007389014,-0.022472856,0.007004161,0.001383287,-0.246421523,0.005186647,-0.027349015,0,0.002049481,17.350486
2007,4,0.00762007,0.00339211,-0.002648141,0.007184475,0.005092007,0.001966961,0.003734952,0.06281134,0.014849417,0.022472856,0.003378615,0.00538389,1.541835046,0.002996169,-0.017716081,0,0.008156177,16.392024
2007,5,0.00762007,0.00339211,0.012880017,0.000383652,-0.00152451,0.002379618,0.006509662,-0.052064968,-0.000706041,-0.022472856,0.009504185,0.006856581,3.624470081,0.004124477,0.020484888,0,0.001521905,16.243256
2007,6,0.00762007,0.00339211,-0.00752282,0.00023911,-0.00141655,0.001282185,0.003620896,-0.059956793,-0.024520154,0.044451763,0.001128815,0.004958876,3.463483862,0.002314072,-0.029936754,0,-0.010995123,20.172051
2007,7,0.00670336,0.00443462,0.003957889,-0.000432353,-0.00174124,0.003523738,0.005757878,-0.019096697,0.013913893,0.021506205,-0.00682325,0.001254197,1.753998957,0.001779012,0.060792196,0,0.001901837,21.697632
2007,8,0.00670336,0.00443462,0.004707339,0.002073972,0.001159924,0.001318695,0.007509971,-0.107075782,0.009205312,-0.021506205,0.003241413,0.004340193,0.688415275,0.000308233,-0.057947244,0,0.005538565,23.496708
2007,9,0.00670336,0.00443462,0.004060595,0.003918274,0.003353101,0.006485824,0.005558198,-0.018773115,-0.000935058,0.021506205,-0.000384099,0.005509217,2.036388283,0.0042286,-0.059500727,-0.100083459,-0.001236229,19.040523
2007,10,0.00356275,0.00125453,0.006469244,-0.004128343,-0.004361601,0.001305976,0.00595446,0.05804885,0.012312873,0,-0.004588639,0.003267834,2.985748971,0.003078494,-0.044177702,-0.054067221,0.003341569,20.036645
2007,11,0.00356275,0.00125453,0.009470348,0.005589948,0.005659469,0.004415693,0.005916366,-0.125897021,-0.001587123,0,-0.016867815,0.006457731,0.421425518,0.007828164,-0.080918441,0,-0.005308138,22.508185
2007,12,0.00356275,0.00125453,-0.012114472,0.00046806,0.000789505,0.006816818,0.004542717,-0.034924184,0.023100369,0.061875404,-0.016726617,0.007348968,3.035556661,0.002893823,0.031392712,-0.057158414,0.002330324,22.412555
2008,1,-0.00684941,-0.00206844,0.00250289,-0.00266127,-0.002121973,0.004493338,0.003806202,0.012841268,0.002093769,0,-0.003336684,0.009435112,-1.70536465,0.003441775,-0.03710375,-0.348306694,0.004427195,31.812481
2008,2,-0.00684941,-0.00206844,-0.009110333,-0.003425387,-0.00277312,0.00395899,0.005736212,-0.055752142,-0.022415205,-0.020202707,-0.011989972,0.004238626,1.101610248,0.002414909,-0.133367767,0,0.001230324,30.287872
2008,3,-0.00684941,-0.00206844,0.002449711,-0.002392231,-0.001671791,0.005397609,0.004207207,-0.102927652,0.020076979,0.040005335,0.00476467,-0.000744033,-2.6414793,0.003571642,-0.147844255,-0.287682072,0.005337963,29.973078
2008,4,0.00495144,0.00168569,-0.000464232,-0.007598907,-0.006888964,-0.000985332,0.00326032,0.001867414,0.01886043,-0.019802627,-0.001371467,0.005255425,1.302683291,0.002311707,-0.048183368,-0.117783036,0.001509651,24.642971
2008,5,0.00495144,0.00168569,0.009254576,-0.005684931,-0.0051211,0.045087486,0.002239155,-0.061557893,-0.018108915,0.076961041,-0.000391286,0.001955775,1.959952268,0.005900052,-0.07778941,0,0.00100517,22.052797
2008,6,0.00495144,0.00168569,0.001113635,-0.002417432,-0.002101376,-0.018108008,0.000832814,-0.034312145,0.021563771,0.036367644,-0.010650533,0.006308365,5.946105464,0.010423719,-0.130340031,0,0.006009891,28.072937
2008,7,-0.00480416,-0.00725421,-0.003771164,-0.005286416,-0.005315237,-0.011703308,0.001093051,-0.020747632,-0.026062947,0.03509132,-0.002359577,0.006907857,1.326437475,0.007116065,0.017493157,0,0.010713501,28.152709
2008,8,-0.00480416,-0.00725421,-0.00737035,-0.015496717,-0.01589616,-0.008892918,-0.001157558,-0.09217046,-0.034243061,0.050430854,-0.01662803,0.000946093,0.081732402,-0.001489585,0.119707964,0,-0.007295425,26.072752
2008,9,-0.00480416,-0.00725421,-0.015033848,-0.044296395,-0.044956768,0.000592785,-0.001822929,-0.004608303,-0.027170618,0,-0.008658478,-0.005848225,3.447063454,0.000854726,0.048383081,0,0.037669237,42.913218
2008,10,-0.02135627,-0.01210413,-0.038296752,0.009581717,0.008707131,-0.001694169,0.001256223,-0.096928116,-0.078684524,0.063513406,-0.003035064,-0.009241352,1.294046923,-0.008635616,-0.458989589,-0.693147181,0.00858901,57.897715
2008,11,-0.02135627,-0.01210413,-0.039294381,-0.012715621,-0.013721714,-0.006074154,-0.003481834,-0.010230268,-0.022836557,0.045120435,-0.020445273,-0.013420452,-0.242266436,-0.017864094,0.141553255,0,0.02731642,56.32794
2008,12,-0.02135627,-0.01210413,-0.021622995,-0.02961752,-0.030695625,-0.011115065,-0.002905399,-0.031334156,-0.07726176,0.070951736,-0.034988043,-0.020400833,-1.419156007,-0.008267605,-0.146721225,-1.386294361,0.057367537,36.917916
2009,1,-0.01395208,-0.00343462,0.014463198,-0.024081231,-0.025198584,-0.010128443,0.001479915,-0.115134027,-0.11392422,0.066249386,-0.031079889,-0.012369508,0.184424098,0.002527574,-0.031581572,0,-0.010154281,42.367977
2009,2,-0.01395208,-0.00343462,-0.004023767,-0.006565271,-0.007504171,-0.008769599,-0.003785231,0.101782694,0.019375888,0.062131781,-0.003754782,-0.015129345,0.672664153,0.003636042,-0.390866309,0,-0.010895148,45.59798
2009,3,-0.01395208,-0.00343462,-0.017522765,-0.015927134,-0.016745264,-0.003323591,-0.00609327,-0.092893747,-0.030363657,0.047067511,-0.007241181,-0.014236811,-0.011848279,-0.000987771,0.061321891,0,0.006601941,40.918151
2009,4,-0.00135465,-0.00452303,0.004855561,-0.008038197,-0.008747825,0.003066922,-0.003252471,-0.005917177,-0.027373441,0.033901552,-0.032944031,-0.012511642,-8.163868561,0.001006576,0.416555795,0,0.0199825,33.737417
2009,5,-0.00135465,-0.00452303,0.008725912,-0.01010915,-0.010548051,0.015173977,-0.001561442,0.109506213,0.024479006,0.043485112,-0.014913514,-0.012062479,0.889760666,0.001470412,0.295008113,0,0.003096169,33.101621
2009,6,-0.00135465,-0.00452303,0.016694274,-0.003879022,-0.003973513,-0.010259647,-0.007165617,0.044220468,0.022464976,0.010582109,-0.007173316,-0.012666108,-1.010463045,0.00826536,-0.105766113,0,0.023464354,28.272552
2009,7,0.00326302,0.00604783,0.00186361,0.010955124,0.011257059,-0.00351699,-0.001143629,0.044783603,0.022945983,0,-0.001223196,-0.010600904,0.47790569,-0.00029801,-0.039301852,0,0.000965834,29.072179
2009,8,0.00326302,0.00604783,0.017902499,0.011249864,0.011942028,0.000306901,-0.003279775,0.016888218,-0.00233218,0.0104713,-0.013713709,-0.014284389,-0.744773309,0.00334286,0.139578473,0,0.001145717,27.292598
2009,9,0.00326302,0.00604783,-0.023822778,0.007532409,0.008583994,0.002743817,-0.002228434,-0.079644063,0.038550061,0.020619287,-0.012330873,-0.003280287,-1.290685071,0.001929025,-0.020389956,0,0.002407754,28.062485
2009,10,0.009634,-0.00010735,0.009253757,0.003262322,0.004625946,-0.000816644,-0.005326351,0.025576842,-0.000760049,0.020202707,-0.018084064,0.005160173,0.743670725,0.002997435,-0.092131716,0,0.008381777,26.790781
2009,11,0.009634,-0.00010735,0.007932651,0.004002399,0.005621353,0.004633519,-0.003785608,-0.054488185,0.004478405,-0.010050336,-0.015197274,0.006700945,-0.466185041,0.003342997,0.038272546,0,0.002917103,25.83225
2009,12,0.009634,-0.00010735,0.004915666,0.002980562,0.004812079,0.003805646,0.00198755,-0.06329485,0.014712623,0,-0.017912218,-0.00086973,-0.315906356,0.000520041,0.057597492,0,0.007049166,23.35256
2010,1,0.00431912,0.00534656,0.000294693,0.011669517,0.01368525,0.004290693,-0.005654224,-0.020086759,0.014404434,-0.010152371,-0.029381694,0.000905765,-1.144063424,0.000648522,0.05269157,0,-0.008953248,33.218663
